sqrt(2) = [ 1; (2) ]
sqrt(1831) = [ 42; (1, 3, 1, 3, 3, 1, 1, 1, 2, 8, 5, 1, 1, 2, 2, 2, 5, 1, 2, 3, 13, 1, 27, 1, 1, 2, 11, 1, 4, 1, 3, 1, 2, 16, 1, 3, 7, 1, 1, 8, 1, 41, 1, 8, 1, 1, 7, 3, 1, 16, 2, 1, 3, 1, 4, 1, 11, 2, 1, 1, 27, 1, 13, 3, 2, 1, 5, 2, 2, 2, 1, 1, 5, 8, 2, 1, 1, 1, 3, 3, 1, 3, 1, 84) ]
sqrt(1832) = [ 42; (1, 4, 21, 4, 1, 84) ]
sqrt(1833) = [ 42; (1, 4, 2, 1, 3, 28, 3, 1, 2, 4, 1, 84) ]
sqrt(1834) = [ 42; (1, 4, 1, 2, 1, 1, 2, 5, 3, 9, 4, 1, 13, 2, 8, 12, 8, 2, 13, 1, 4, 9, 3, 5, 2, 1, 1, 2, 1, 4, 1, 84) ]
sqrt(1835) = [ 42; (1, 5, 7, 1, 1, 1, 1, 1, 3, 1, 7, 1, 3, 1, 1, 1, 1, 1, 7, 5, 1, 84) ]
sqrt(1836) = [ 42; (1, 5, 1, 1, 1, 1, 10, 9, 2, 2, 1, 20, 1, 2, 2, 9, 10, 1, 1, 1, 1, 5, 1, 84) ]
sqrt(1837) = [ 42; (1, 6, 6, 2, 4, 1, 1, 2, 1, 1, 1, 1, 1, 27, 1, 20, 2, 6, 1, 1, 1, 8, 1, 6, 1, 8, 1, 1, 1, 6, 2, 20, 1, 27, 1, 1, 1, 1, 1, 2, 1, 1, 4, 2, 6, 6, 1, 84) ]
sqrt(1838) = [ 42; (1, 6, 1, 4, 5, 1, 11, 2, 2, 3, 2, 42, 2, 3, 2, 2, 11, 1, 5, 4, 1, 6, 1, 84) ]
sqrt(1839) = [ 42; (1, 7, 1, 1, 2, 3, 28, 3, 2, 1, 1, 7, 1, 84) ]
sqrt(1840) = [ 42; (1, 8, 1, 1, 5, 5, 5, 1, 1, 8, 1, 84) ]
sqrt(1841) = [ 42; (1, 9, 1, 2, 1, 4, 1, 1, 1, 1, 1, 2, 16, 1, 3, 1, 1, 2, 1, 7, 12, 7, 1, 2, 1, 1, 3, 1, 16, 2, 1, 1, 1, 1, 1, 4, 1, 2, 1, 9, 1, 84) ]
sqrt(1842) = [ 42; (1, 11, 3, 1, 1, 1, 5, 2, 42, 2, 5, 1, 1, 1, 3, 11, 1, 84) ]
sqrt(1843) = [ 42; (1, 13, 3, 9, 4, 1, 1, 1, 27, 1, 41, 1, 27, 1, 1, 1, 4, 9, 3, 13, 1, 84) ]
sqrt(1844) = [ 42; (1, 16, 5, 3, 4, 4, 1, 4, 1, 1, 3, 1, 2, 1, 20, 1, 2, 1, 3, 1, 1, 4, 1, 4, 4, 3, 5, 16, 1, 84) ]
sqrt(1845) = [ 42; (1, 20, 2, 20, 1, 84) ]
sqrt(1846) = [ 42; (1, 27, 1, 1, 1, 8, 1, 7, 1, 2, 3, 2, 1, 1, 3, 3, 6, 3, 3, 1, 1, 2, 3, 2, 1, 7, 1, 8, 1, 1, 1, 27, 1, 84) ]
sqrt(1847) = [ 42; (1, 41, 1, 84) ]
sqrt(1848) = [ 42; (1, 84) ]
sqrt(1850) = [ 43; (86) ]
sqrt(1851) = [ 43; (43, 86) ]
sqrt(1852) = [ 43; (28, 1, 2, 9, 4, 2, 2, 1, 2, 1, 7, 10, 1, 1, 1, 2, 3, 4, 1, 3, 3, 2, 11, 1, 6, 3, 1, 20, 1, 3, 6, 1, 11, 2, 3, 3, 1, 4, 3, 2, 1, 1, 1, 10, 7, 1, 2, 1, 2, 2, 4, 9, 2, 1, 28, 86) ]
sqrt(1853) = [ 43; (21, 1, 1, 21, 86) ]
sqrt(1854) = [ 43; (17, 4, 1, 2, 1, 1, 1, 3, 1, 8, 1, 3, 1, 1, 1, 2, 1, 4, 17, 86) ]
sqrt(1855) = [ 43; (14, 2, 1, 8, 1, 8, 1, 2, 14, 86) ]
sqrt(1856) = [ 43; (12, 3, 2, 1, 3, 21, 3, 1, 2, 3, 12, 86) ]
sqrt(1857) = [ 43; (10, 1, 3, 5, 7, 1, 1, 1, 4, 2, 2, 1, 1, 11, 1, 2, 1, 2, 28, 2, 1, 2, 1, 11, 1, 1, 2, 2, 4, 1, 1, 1, 7, 5, 3, 1, 10, 86) ]
sqrt(1858) = [ 43; (9, 1, 1, 3, 4, 1, 1, 42, 1, 1, 4, 3, 1, 1, 9, 86) ]
sqrt(1859) = [ 43; (8, 1, 1, 1, 1, 2, 1, 5, 2, 3, 2, 5, 1, 2, 1, 1, 1, 1, 8, 86) ]
sqrt(1860) = [ 43; (7, 1, 4, 1, 7, 86) ]
sqrt(1861) = [ 43; (7, 5, 1, 1, 1, 1, 3, 1, 2, 2, 2, 2, 1, 3, 1, 1, 1, 1, 5, 7, 86) ]
sqrt(1862) = [ 43; (6, 1, 1, 1, 2, 7, 2, 7, 2, 1, 1, 1, 6, 86) ]
sqrt(1863) = [ 43; (6, 6, 2, 9, 7, 1, 2, 1, 7, 9, 2, 6, 6, 86) ]
sqrt(1864) = [ 43; (5, 1, 2, 1, 11, 1, 1, 2, 10, 2, 1, 1, 11, 1, 2, 1, 5, 86) ]
sqrt(1865) = [ 43; (5, 2, 1, 1, 2, 2, 1, 1, 2, 5, 86) ]
sqrt(1866) = [ 43; (5, 14, 5, 86) ]
sqrt(1867) = [ 43; (4, 1, 3, 1, 2, 1, 28, 14, 2, 1, 2, 1, 1, 9, 43, 9, 1, 1, 2, 1, 2, 14, 28, 1, 2, 1, 3, 1, 4, 86) ]
sqrt(1868) = [ 43; (4, 1, 1, 6, 10, 1, 1, 1, 7, 4, 1, 20, 1, 4, 7, 1, 1, 1, 10, 6, 1, 1, 4, 86) ]
sqrt(1869) = [ 43; (4, 3, 4, 1, 3, 1, 1, 21, 17, 4, 17, 21, 1, 1, 3, 1, 4, 3, 4, 86) ]
sqrt(1870) = [ 43; (4, 9, 2, 1, 3, 2, 3, 1, 2, 9, 4, 86) ]
sqrt(1871) = [ 43; (3, 1, 11, 1, 1, 1, 1, 4, 2, 16, 1, 5, 1, 2, 2, 8, 4, 2, 3, 3, 5, 1, 7, 43, 7, 1, 5, 3, 3, 2, 4, 8, 2, 2, 1, 5, 1, 16, 2, 4, 1, 1, 1, 1, 11, 1, 3, 86) ]
sqrt(1872) = [ 43; (3, 1, 3, 86) ]
sqrt(1873) = [ 43; (3, 1, 1, 2, 7, 2, 11, 1, 8, 1, 2, 3, 3, 1, 4, 1, 1, 1, 3, 1, 10, 28, 1, 3, 6, 2, 2, 6, 3, 1, 28, 10, 1, 3, 1, 1, 1, 4, 1, 3, 3, 2, 1, 8, 1, 11, 2, 7, 2, 1, 1, 3, 86) ]
sqrt(1874) = [ 43; (3, 2, 4, 1, 1, 1, 42, 1, 1, 1, 4, 2, 3, 86) ]
sqrt(1875) = [ 43; (3, 3, 7, 1, 1, 2, 1, 13, 1, 2, 1, 1, 7, 3, 3, 86) ]
sqrt(1876) = [ 43; (3, 5, 12, 5, 3, 86) ]
sqrt(1877) = [ 43; (3, 12, 21, 1, 1, 2, 1, 1, 2, 1, 1, 21, 12, 3, 86) ]
sqrt(1878) = [ 43; (2, 1, 42, 1, 2, 86) ]
sqrt(1879) = [ 43; (2, 1, 7, 4, 1, 2, 5, 2, 2, 1, 3, 17, 14, 2, 1, 1, 3, 1, 28, 8, 1, 1, 1, 2, 1, 4, 2, 1, 2, 9, 3, 1, 5, 43, 5, 1, 3, 9, 2, 1, 2, 4, 1, 2, 1, 1, 1, 8, 28, 1, 3, 1, 1, 2, 14, 17, 3, 1, 2, 2, 5, 2, 1, 4, 7, 1, 2, 86) ]
sqrt(1880) = [ 43; (2, 1, 3, 1, 2, 86) ]
sqrt(1881) = [ 43; (2, 1, 2, 3, 10, 1, 1, 4, 1, 8, 1, 4, 1, 1, 10, 3, 2, 1, 2, 86) ]
sqrt(1882) = [ 43; (2, 1, 1, 1, 1, 1, 1, 2, 86) ]
sqrt(1883) = [ 43; (2, 1, 1, 5, 1, 1, 2, 86) ]
sqrt(1884) = [ 43; (2, 2, 7, 2, 28, 2, 7, 2, 2, 86) ]
sqrt(1885) = [ 43; (2, 2, 2, 86) ]
sqrt(1886) = [ 43; (2, 2, 1, 42, 1, 2, 2, 86) ]
sqrt(1887) = [ 43; (2, 3, 1, 1, 1, 3, 2, 86) ]
sqrt(1888) = [ 43; (2, 4, 1, 1, 1, 1, 2, 9, 3, 1, 2, 21, 2, 1, 3, 9, 2, 1, 1, 1, 1, 4, 2, 86) ]
sqrt(1889) = [ 43; (2, 6, 5, 3, 1, 1, 2, 2, 3, 17, 10, 1, 4, 4, 1, 10, 17, 3, 2, 2, 1, 1, 3, 5, 6, 2, 86) ]
sqrt(1890) = [ 43; (2, 9, 6, 9, 2, 86) ]
sqrt(1891) = [ 43; (2, 16, 1, 8, 1, 2, 1, 1, 2, 1, 1, 1, 5, 6, 28, 1, 4, 1, 4, 1, 28, 6, 5, 1, 1, 1, 2, 1, 1, 2, 1, 8, 1, 16, 2, 86) ]
sqrt(1892) = [ 43; (2, 86) ]
sqrt(1893) = [ 43; (1, 1, 28, 1, 1, 86) ]
sqrt(1894) = [ 43; (1, 1, 11, 1, 13, 1, 1, 2, 2, 1, 1, 1, 1, 9, 17, 3, 3, 2, 5, 2, 1, 2, 1, 1, 6, 8, 1, 1, 4, 3, 3, 1, 5, 28, 1, 5, 3, 1, 42, 1, 3, 5, 1, 28, 5, 1, 3, 3, 4, 1, 1, 8, 6, 1, 1, 2, 1, 2, 5, 2, 3, 3, 17, 9, 1, 1, 1, 1, 2, 2, 1, 1, 13, 1, 11, 1, 1, 86) ]
sqrt(1895) = [ 43; (1, 1, 7, 2, 2, 2, 1, 16, 1, 2, 2, 2, 7, 1, 1, 86) ]
sqrt(1896) = [ 43; (1, 1, 5, 3, 3, 3, 5, 1, 1, 86) ]
sqrt(1897) = [ 43; (1, 1, 4, 12, 4, 1, 1, 86) ]
sqrt(1898) = [ 43; (1, 1, 3, 3, 1, 1, 86) ]
sqrt(1899) = [ 43; (1, 1, 2, 1, 2, 1, 1, 1, 3, 6, 2, 3, 43, 3, 2, 6, 3, 1, 1, 1, 2, 1, 2, 1, 1, 86) ]
sqrt(1900) = [ 43; (1, 1, 2, 3, 4, 3, 2, 1, 1, 86) ]
sqrt(1901) = [ 43; (1, 1, 1, 1, 86) ]
sqrt(1902) = [ 43; (1, 1, 1, 1, 2, 1, 3, 14, 3, 1, 2, 1, 1, 1, 1, 86) ]
sqrt(1903) = [ 43; (1, 1, 1, 1, 1, 9, 14, 2, 3, 2, 14, 9, 1, 1, 1, 1, 1, 86) ]
sqrt(1904) = [ 43; (1, 1, 1, 2, 1, 4, 1, 2, 1, 1, 1, 86) ]
sqrt(1905) = [ 43; (1, 1, 1, 4, 1, 3, 1, 3, 2, 1, 2, 1, 16, 1, 2, 1, 2, 3, 1, 3, 1, 4, 1, 1, 1, 86) ]
sqrt(1906) = [ 43; (1, 1, 1, 11, 1, 4, 4, 1, 1, 1, 5, 5, 1, 1, 1, 4, 4, 1, 11, 1, 1, 1, 86) ]
sqrt(1907) = [ 43; (1, 2, 43, 2, 1, 86) ]
sqrt(1908) = [ 43; (1, 2, 7, 1, 1, 1, 1, 4, 1, 5, 1, 8, 1, 5, 1, 4, 1, 1, 1, 1, 7, 2, 1, 86) ]
sqrt(1909) = [ 43; (1, 2, 4, 28, 1, 8, 1, 2, 1, 8, 1, 28, 4, 2, 1, 86) ]
sqrt(1910) = [ 43; (1, 2, 2, 1, 2, 8, 2, 1, 2, 2, 1, 86) ]
sqrt(1911) = [ 43; (1, 2, 1, 1, 28, 1, 1, 2, 1, 86) ]
sqrt(1912) = [ 43; (1, 2, 1, 1, 1, 9, 12, 2, 1, 1, 3, 4, 1, 6, 2, 10, 2, 6, 1, 4, 3, 1, 1, 2, 12, 9, 1, 1, 1, 2, 1, 86) ]
sqrt(1913) = [ 43; (1, 2, 1, 4, 2, 1, 1, 10, 2, 1, 11, 1, 4, 1, 1, 4, 1, 11, 1, 2, 10, 1, 1, 2, 4, 1, 2, 1, 86) ]
sqrt(1914) = [ 43; (1, 2, 1, 86) ]
sqrt(1915) = [ 43; (1, 3, 5, 1, 1, 2, 2, 9, 3, 3, 1, 5, 2, 14, 7, 1, 7, 1, 7, 14, 2, 5, 1, 3, 3, 9, 2, 2, 1, 1, 5, 3, 1, 86) ]
sqrt(1916) = [ 43; (1, 3, 2, 1, 1, 2, 1, 10, 4, 1, 1, 16, 1, 20, 1, 16, 1, 1, 4, 10, 1, 2, 1, 1, 2, 3, 1, 86) ]
sqrt(1917) = [ 43; (1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 86) ]
sqrt(1918) = [ 43; (1, 3, 1, 7, 6, 7, 1, 3, 1, 86) ]
sqrt(1919) = [ 43; (1, 4, 6, 17, 2, 1, 3, 3, 4, 3, 3, 1, 2, 17, 6, 4, 1, 86) ]
sqrt(1920) = [ 43; (1, 4, 2, 21, 2, 4, 1, 86) ]
sqrt(1921) = [ 43; (1, 4, 1, 5, 1, 10, 9, 1, 1, 1, 5, 5, 3, 3, 5, 5, 1, 1, 1, 9, 10, 1, 5, 1, 4, 1, 86) ]
sqrt(1922) = [ 43; (1, 5, 3, 1, 1, 1, 4, 1, 1, 11, 1, 42, 1, 11, 1, 1, 4, 1, 1, 1, 3, 5, 1, 86) ]
sqrt(1923) = [ 43; (1, 5, 1, 3, 7, 1, 2, 2, 43, 2, 2, 1, 7, 3, 1, 5, 1, 86) ]
sqrt(1924) = [ 43; (1, 6, 3, 9, 2, 3, 28, 1, 20, 1, 28, 3, 2, 9, 3, 6, 1, 86) ]
sqrt(1925) = [ 43; (1, 6, 1, 86) ]
sqrt(1926) = [ 43; (1, 7, 1, 3, 1, 2, 1, 2, 1, 1, 16, 1, 42, 1, 16, 1, 1, 2, 1, 2, 1, 3, 1, 7, 1, 86) ]
sqrt(1927) = [ 43; (1, 8, 1, 3, 3, 1, 1, 3, 1, 1, 1, 1, 2, 4, 2, 43, 2, 4, 2, 1, 1, 1, 1, 3, 1, 1, 3, 3, 1, 8, 1, 86) ]
sqrt(1928) = [ 43; (1, 9, 1, 86) ]
sqrt(1929) = [ 43; (1, 11, 1, 1, 3, 1, 1, 1, 28, 1, 1, 1, 3, 1, 1, 11, 1, 86) ]
sqrt(1930) = [ 43; (1, 13, 1, 1, 1, 9, 9, 1, 1, 1, 13, 1, 86) ]
sqrt(1931) = [ 43; (1, 16, 1, 1, 2, 3, 8, 2, 43, 2, 8, 3, 2, 1, 1, 16, 1, 86) ]
sqrt(1932) = [ 43; (1, 20, 1, 86) ]
sqrt(1933) = [ 43; (1, 28, 3, 9, 2, 3, 1, 2, 2, 12, 7, 4, 21, 1, 2, 1, 6, 1, 1, 2, 1, 1, 1, 1, 6, 6, 1, 1, 1, 1, 2, 1, 1, 6, 1, 2, 1, 21, 4, 7, 12, 2, 2, 1, 3, 2, 9, 3, 28, 1, 86) ]
sqrt(1934) = [ 43; (1, 42, 1, 86) ]
sqrt(1935) = [ 43; (1, 86) ]
sqrt(1937) = [ 44; (88) ]
sqrt(1938) = [ 44; (44, 88) ]
sqrt(1939) = [ 44; (29, 2, 1, 9, 8, 1, 2, 2, 1, 2, 4, 3, 1, 3, 2, 3, 12, 3, 2, 3, 1, 3, 4, 2, 1, 2, 2, 1, 8, 9, 1, 2, 29, 88) ]
sqrt(1940) = [ 44; (22, 88) ]
sqrt(1941) = [ 44; (17, 1, 1, 1, 1, 2, 1, 11, 1, 6, 2, 2, 1, 2, 7, 1, 1, 1, 3, 1, 3, 21, 1, 3, 4, 6, 1, 1, 5, 2, 1, 28, 1, 2, 5, 1, 1, 6, 4, 3, 1, 21, 3, 1, 3, 1, 1, 1, 7, 2, 1, 2, 2, 6, 1, 11, 1, 2, 1, 1, 1, 1, 17, 88) ]
sqrt(1942) = [ 44; (14, 1, 2, 9, 2, 4, 1, 2, 2, 4, 4, 1, 2, 29, 44, 29, 2, 1, 4, 4, 2, 2, 1, 4, 2, 9, 2, 1, 14, 88) ]
sqrt(1943) = [ 44; (12, 1, 1, 2, 1, 1, 12, 88) ]
sqrt(1944) = [ 44; (11, 88) ]
sqrt(1945) = [ 44; (9, 1, 3, 1, 2, 1, 7, 3, 1, 1, 4, 1, 16, 1, 4, 1, 1, 3, 7, 1, 2, 1, 3, 1, 9, 88) ]
sqrt(1946) = [ 44; (8, 1, 4, 3, 3, 12, 3, 3, 4, 1, 8, 88) ]
sqrt(1947) = [ 44; (8, 88) ]
sqrt(1948) = [ 44; (7, 2, 1, 9, 7, 1, 11, 1, 2, 1, 3, 10, 1, 3, 3, 2, 2, 1, 2, 1, 1, 3, 1, 1, 1, 2, 29, 22, 29, 2, 1, 1, 1, 3, 1, 1, 2, 1, 2, 2, 3, 3, 1, 10, 3, 1, 2, 1, 11, 1, 7, 9, 1, 2, 7, 88) ]
sqrt(1949) = [ 44; (6, 1, 3, 1, 1, 3, 1, 6, 88) ]
sqrt(1950) = [ 44; (6, 3, 2, 1, 2, 1, 2, 3, 6, 88) ]
sqrt(1951) = [ 44; (5, 1, 7, 5, 14, 1, 1, 8, 3, 6, 2, 9, 2, 1, 5, 4, 1, 2, 1, 2, 1, 1, 1, 17, 29, 2, 1, 1, 3, 2, 2, 1, 1, 43, 1, 1, 2, 2, 3, 1, 1, 2, 29, 17, 1, 1, 1, 2, 1, 2, 1, 4, 5, 1, 2, 9, 2, 6, 3, 8, 1, 1, 14, 5, 7, 1, 5, 88) ]
sqrt(1952) = [ 44; (5, 1, 1, 21, 1, 1, 5, 88) ]
sqrt(1953) = [ 44; (5, 5, 3, 12, 3, 5, 5, 88) ]
sqrt(1954) = [ 44; (4, 1, 9, 44, 9, 1, 4, 88) ]
sqrt(1955) = [ 44; (4, 1, 1, 1, 4, 88) ]
sqrt(1956) = [ 44; (4, 2, 2, 3, 7, 1, 2, 1, 28, 1, 2, 1, 7, 3, 2, 2, 4, 88) ]
sqrt(1957) = [ 44; (4, 4, 1, 21, 3, 4, 3, 21, 1, 4, 4, 88) ]
sqrt(1958) = [ 44; (4, 88) ]
sqrt(1959) = [ 44; (3, 1, 5, 6, 1, 1, 1, 2, 1, 8, 7, 1, 13, 1, 7, 8, 1, 2, 1, 1, 1, 6, 5, 1, 3, 88) ]
sqrt(1960) = [ 44; (3, 1, 2, 9, 2, 9, 2, 1, 3, 88) ]
sqrt(1961) = [ 44; (3, 1, 1, 7, 2, 12, 5, 2, 5, 12, 2, 7, 1, 1, 3, 88) ]
sqrt(1962) = [ 44; (3, 2, 1, 1, 9, 3, 1, 11, 1, 8, 1, 11, 1, 3, 9, 1, 1, 2, 3, 88) ]
sqrt(1963) = [ 44; (3, 3, 1, 2, 3, 2, 29, 9, 1, 4, 3, 4, 1, 9, 29, 2, 3, 2, 1, 3, 3, 88) ]
sqrt(1964) = [ 44; (3, 6, 2, 17, 3, 1, 3, 1, 10, 3, 2, 4, 1, 3, 1, 1, 1, 1, 1, 1, 12, 22, 12, 1, 1, 1, 1, 1, 1, 3, 1, 4, 2, 3, 10, 1, 3, 1, 3, 17, 2, 6, 3, 88) ]
sqrt(1965) = [ 44; (3, 21, 1, 4, 1, 21, 3, 88) ]
sqrt(1966) = [ 44; (2, 1, 17, 14, 1, 2, 1, 1, 1, 1, 2, 2, 1, 9, 6, 1, 2, 1, 1, 4, 2, 1, 5, 4, 2, 29, 8, 1, 5, 44, 5, 1, 8, 29, 2, 4, 5, 1, 2, 4, 1, 1, 2, 1, 6, 9, 1, 2, 2, 1, 1, 1, 1, 2, 1, 14, 17, 1, 2, 88) ]
sqrt(1967) = [ 44; (2, 1, 5, 1, 2, 88) ]
sqrt(1968) = [ 44; (2, 1, 3, 5, 3, 1, 2, 88) ]
sqrt(1969) = [ 44; (2, 1, 2, 9, 2, 17, 3, 1, 1, 1, 3, 1, 1, 2, 3, 3, 3, 1, 11, 1, 10, 5, 1, 4, 1, 2, 2, 5, 2, 29, 8, 29, 2, 5, 2, 2, 1, 4, 1, 5, 10, 1, 11, 1, 3, 3, 3, 2, 1, 1, 3, 1, 1, 1, 3, 17, 2, 9, 2, 1, 2, 88) ]
sqrt(1970) = [ 44; (2, 1, 1, 2, 88) ]
sqrt(1971) = [ 44; (2, 1, 1, 9, 3, 1, 3, 9, 1, 1, 2, 88) ]
sqrt(1972) = [ 44; (2, 2, 5, 6, 1, 1, 1, 4, 1, 9, 22, 9, 1, 4, 1, 1, 1, 6, 5, 2, 2, 88) ]
sqrt(1973) = [ 44; (2, 2, 1, 1, 3, 3, 1, 1, 2, 2, 88) ]
sqrt(1974) = [ 44; (2, 3, 17, 2, 17, 3, 2, 88) ]
sqrt(1975) = [ 44; (2, 3, 1, 2, 1, 3, 2, 88) ]
sqrt(1976) = [ 44; (2, 4, 1, 2, 1, 2, 1, 4, 2, 88) ]
sqrt(1977) = [ 44; (2, 6, 2, 1, 10, 2, 3, 4, 2, 1, 1, 4, 1, 28, 1, 4, 1, 1, 2, 4, 3, 2, 10, 1, 2, 6, 2, 88) ]
sqrt(1978) = [ 44; (2, 9, 2, 1, 1, 2, 3, 1, 1, 1, 12, 14, 1, 2, 1, 14, 12, 1, 1, 1, 3, 2, 1, 1, 2, 9, 2, 88) ]
sqrt(1979) = [ 44; (2, 17, 3, 2, 1, 2, 1, 6, 8, 1, 2, 1, 43, 1, 2, 1, 8, 6, 1, 2, 1, 2, 3, 17, 2, 88) ]
sqrt(1980) = [ 44; (2, 88) ]
sqrt(1981) = [ 44; (1, 1, 29, 5, 1, 9, 17, 1, 2, 2, 1, 5, 4, 3, 1, 1, 1, 2, 2, 3, 7, 7, 1, 21, 2, 1, 1, 1, 6, 1, 3, 1, 4, 2, 3, 1, 3, 1, 2, 12, 2, 1, 3, 1, 3, 2, 4, 1, 3, 1, 6, 1, 1, 1, 2, 21, 1, 7, 7, 3, 2, 2, 1, 1, 1, 3, 4, 5, 1, 2, 2, 1, 17, 9, 1, 5, 29, 1, 1, 88) ]
sqrt(1982) = [ 44; (1, 1, 12, 4, 1, 1, 1, 1, 5, 1, 3, 44, 3, 1, 5, 1, 1, 1, 1, 4, 12, 1, 1, 88) ]
sqrt(1983) = [ 44; (1, 1, 7, 1, 1, 2, 5, 1, 28, 1, 5, 2, 1, 1, 7, 1, 1, 88) ]
sqrt(1984) = [ 44; (1, 1, 5, 2, 3, 2, 2, 2, 3, 2, 5, 1, 1, 88) ]
sqrt(1985) = [ 44; (1, 1, 4, 5, 2, 1, 7, 2, 2, 2, 2, 7, 1, 2, 5, 4, 1, 1, 88) ]
sqrt(1986) = [ 44; (1, 1, 3, 2, 1, 2, 5, 1, 1, 3, 44, 3, 1, 1, 5, 2, 1, 2, 3, 1, 1, 88) ]
sqrt(1987) = [ 44; (1, 1, 2, 1, 3, 1, 43, 1, 3, 1, 2, 1, 1, 88) ]
sqrt(1988) = [ 44; (1, 1, 2, 2, 1, 2, 12, 2, 1, 2, 2, 1, 1, 88) ]
sqrt(1989) = [ 44; (1, 1, 2, 21, 1, 8, 1, 21, 2, 1, 1, 88) ]
sqrt(1990) = [ 44; (1, 1, 1, 1, 3, 1, 1, 1, 5, 3, 3, 1, 14, 9, 1, 5, 2, 8, 2, 5, 1, 9, 14, 1, 3, 3, 5, 1, 1, 1, 3, 1, 1, 1, 1, 88) ]
sqrt(1991) = [ 44; (1, 1, 1, 1, 1, 2, 1, 17, 8, 17, 1, 2, 1, 1, 1, 1, 1, 88) ]
sqrt(1992) = [ 44; (1, 1, 1, 2, 1, 1, 10, 1, 1, 2, 1, 1, 1, 88) ]
sqrt(1993) = [ 44; (1, 1, 1, 4, 29, 1, 1, 4, 1, 2, 1, 9, 5, 2, 10, 1, 2, 2, 1, 1, 6, 3, 1, 1, 3, 6, 1, 1, 2, 2, 1, 10, 2, 5, 9, 1, 2, 1, 4, 1, 1, 29, 4, 1, 1, 1, 88) ]
sqrt(1994) = [ 44; (1, 1, 1, 8, 3, 1, 3, 3, 3, 3, 1, 3, 8, 1, 1, 1, 88) ]
sqrt(1995) = [ 44; (1, 1, 1, 88) ]
sqrt(1996) = [ 44; (1, 2, 10, 1, 5, 22, 5, 1, 10, 2, 1, 88) ]
sqrt(1997) = [ 44; (1, 2, 4, 1, 11, 1, 21, 2, 2, 1, 2, 2, 1, 2, 2, 21, 1, 11, 1, 4, 2, 1, 88) ]
sqrt(1998) = [ 44; (1, 2, 3, 9, 1, 1, 1, 2, 1, 1, 1, 9, 3, 2, 1, 88) ]
sqrt(1999) = [ 44; (1, 2, 2, 4, 1, 1, 5, 1, 5, 8, 1, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 14, 3, 1, 1, 29, 4, 4, 2, 5, 1, 1, 17, 2, 1, 12, 9, 1, 5, 1, 43, 1, 5, 1, 9, 12, 1, 2, 17, 1, 1, 5, 2, 4, 4, 29, 1, 1, 3, 14, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 3, 1, 8, 5, 1, 5, 1, 1, 4, 2, 2, 1, 88) ]
sqrt(2000) = [ 44; (1, 2, 1, 1, 2, 3, 5, 3, 2, 1, 1, 2, 1, 88) ]
sqrt(2001) = [ 44; (1, 2, 1, 2, 1, 4, 1, 6, 17, 1, 2, 1, 17, 6, 1, 4, 1, 2, 1, 2, 1, 88) ]
sqrt(2002) = [ 44; (1, 2, 1, 9, 5, 6, 5, 9, 1, 2, 1, 88) ]
sqrt(2003) = [ 44; (1, 3, 12, 1, 1, 6, 2, 1, 2, 1, 3, 6, 7, 1, 43, 1, 7, 6, 3, 1, 2, 1, 2, 6, 1, 1, 12, 3, 1, 88) ]
sqrt(2004) = [ 44; (1, 3, 3, 1, 1, 1, 3, 1, 5, 5, 2, 2, 1, 2, 1, 6, 1, 2, 1, 2, 2, 5, 5, 1, 3, 1, 1, 1, 3, 3, 1, 88) ]
sqrt(2005) = [ 44; (1, 3, 2, 21, 1, 16, 1, 21, 2, 3, 1, 88) ]
sqrt(2006) = [ 44; (1, 3, 1, 2, 1, 1, 1, 4, 1, 1, 1, 2, 1, 3, 1, 88) ]
sqrt(2007) = [ 44; (1, 3, 1, 88) ]
sqrt(2008) = [ 44; (1, 4, 3, 1, 1, 6, 1, 9, 11, 9, 1, 6, 1, 1, 3, 4, 1, 88) ]
sqrt(2009) = [ 44; (1, 4, 1, 1, 1, 1, 2, 3, 1, 1, 17, 2, 1, 2, 1, 10, 2, 10, 1, 2, 1, 2, 17, 1, 1, 3, 2, 1, 1, 1, 1, 4, 1, 88) ]
sqrt(2010) = [ 44; (1, 4, 1, 88) ]
sqrt(2011) = [ 44; (1, 5, 2, 2, 1, 1, 8, 2, 1, 1, 1, 1, 29, 3, 1, 1, 4, 6, 1, 2, 7, 1, 4, 9, 1, 3, 5, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 14, 3, 3, 1, 17, 5, 1, 11, 1, 43, 1, 11, 1, 5, 17, 1, 3, 3, 14, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 5, 3, 1, 9, 4, 1, 7, 2, 1, 6, 4, 1, 1, 3, 29, 1, 1, 1, 1, 2, 8, 1, 1, 2, 2, 5, 1, 88) ]
sqrt(2012) = [ 44; (1, 5, 1, 10, 2, 1, 4, 22, 4, 1, 2, 10, 1, 5, 1, 88) ]
sqrt(2013) = [ 44; (1, 6, 2, 21, 1, 28, 1, 21, 2, 6, 1, 88) ]
